Report,CountIfs,Acronym,Description
WGIII,1,RDI,"Research, Development and Innovation"
WGIII,1,RECC,Resource Efficiency and Climate Change
WGIII,1,RECC-LED,Resource Efficiency and Climate Change-Low Energy Demand (IEA scenario)
WGIII,3,REDD+,"reducing emissions from deforestation and forest degradation and the role of conservation, sustainable management of forests and enhancement of forest carbon stocks"
WGIII,1,REEs,rare earth elements
WGIII,1,ReSOLVE,"Regenerate, Share, Optimise, Loop, Virtualise, Exchange framework"
WGIII,1,RGGI,Regional Greenhouse Gas Initiative
WGIII,1,RIMAP,Real-time Integrated Model for probabilistic Assessment of emissions Paths
WGIII,1,RIS,regional innovation systems
WGIII,3,RKR,Representative Key Risks
WGIII,1,RPK,revenue passenger-kilometres
WGIII,1,RSD,relative standard deviation
WGIII,1,RSPO,Roundtable on Sustainable Palm Oil
WGIII,1,RTS,Reference Technology Scenario
WGIII,1,S&L,standards and labelling
WGIII,2,SAF,sustainable aviation fuel
WGIII,4,SAI,stratospheric aerosol interventions
WGIII,4,SAM,Social Accounting Matrix
WGIII,4,SAR,Second Assessment Report
WGIII,1,SARPs,Standards and Recommended Practices
WGIII,1,SASB,Sustainability Accounting Standards Board
WGIII,2,SBSTA,Subsidiary Body for Scientific and Technological Advice
WGIII,1,SBT,science-based target
WGIII,4,SCC,social cost of carbon
WGIII,1,SCCF,Special Climate Change Fund
WGIII,2,SCS,soil carbon sequestration
WGIII,5,SDG,Sustainable Development Goal
WGIII,2,SDPS,shifting development pathways to increased sustainability
WGIII,1,SDR,Special Drawing Rights
WGIII,2,SDS,Sustainable Development Scenario (IEA scenario)
WGIII,2,SDSN,Sustainable Development Solutions Network
WGIII,2,SE,sustainable entrepreneur
WGIII,3,SEA,strategic environmental assessment
WGIII,1,SEADRIF,South East Asian Disaster Risk Insurance Facility
WGIII,1,SEC,specific energy consumption
WGIII,1,SECA,sulphur emission control area
WGIII,1,SEEMP,Ship Energy Efficiency Management Plan
WGIII,2,SEM,structural equations modelling
WGIII,1,SER,"Sufficiency, Efficiency, Renewal"
WGIII,1,SETAC,Society of Environmental Toxicology and Chemistry (UNEP-SETAC)
WGIII,4,SF6,sulphur hexafluoride
WGIII,3,SI,sustainable intensification
WGIII,7,SIDS,Small Island Developing States
WGIII,1,SIS,sectoral innovation system
WGIII,6,SLCF,short-lived climate forcer
WGIII,2,SLCP,short-lived climate pollutant
WGIII,1,SLoCaT,Sustainable Low Carbon Transport Partnership
WGIII,3,SLM,sustainable land management
WGIII,5,SLR,sea level rise
WGIII,4,SM,smart manufacturing
WGIII,1,SMEs,small and medium-sized enterprises
WGIII,2,SNA,System of National Accounts
WGIII,1,SNTT,South–North technology transfer and cooperation
WGIII,4,SO2,sulphur dioxide
WGIII,1,SOE,state-owned enterprise
WGIII,1,SOFC,solid oxide fuel cell
WGIII,6,SPM,Summary for Policymakers
WGIII,2,SPV,special purpose vehicle
WGIII,5,SR1.5,IPCC Special Report on Global Warming of 1.5ºC
WGIII,7,SRCCL,IPCC Special Report on Climate Change and Land
WGIII,2,SRI,Sustainable and Responsible Investment
WGIII,6,SRM,solar radiation modification
WGIII,7,SROCC,IPCC Special Report on the Ocean and Cryosphere in a Changing Climate
WGIII,1,SSC,South-South cooperation
WGIII,5,SSP,Shared Socio-economic Pathway
WGIII,1,SSTT,South–South technology transfer and cooperation
WGIII,1,STEM,"science, technology, engineering and mathematics"
WGIII,1,STEPS,Stated Policies Scenario
WGIII,1,SUV,sport utility vehicle
WGIII,1,TA,territorial accounting
WGIII,1,TABS,thermally activated building systems
WGIII,1,TBT Agreement,WTO Agreement on Technical Barriers to Trade
WGIII,1,TCBA,technology-adjusted consumption-based emission accounting
WGIII,2,TCFD,Task Force on Climate-related Financial Disclosures
WGIII,3,TCRE,transient climate response to cumulative emissions of carbon dioxide
WGIII,1,TDR,travel demand reduction
WGIII,2,TEEB,The Economics of Ecosystems and Biodiversity
WGIII,1,TEC,Technology Executive Committee
WGIII,1,TES,Transforming Energy Scenario
WGIII,1,TIS,technological innovation system
WGIII,1,TFC,total final energy consumption
WGIII,1,TGC,tradeable green certificate
WGIII,1,tkm,tonne-kilometre
WGIII,1,TNA,technology needs assessment
WGIII,2,TOD,transit-oriented development
WGIII,1,TPES,total primary energy supply
WGIII,1,TRA,technology readiness assessment
WGIII,1,TrC,triangular cooperation
WGIII,1,TGCs,Tradable Green Certificates
WGIII,1,TRIPS Agreement,Trade-Related Aspects of Intellectual Property Rights Agreement
WGIII,1,TRL,technology readiness level
WGIII,1,TW,terawatt
WGIII,1,UF,utility factor
WGIII,5,UHI,urban heat island
WGIII,1,UKCCC,United Kingdom Climate Change Committee
WGIII,1,ULCS,ultra-low carbon steel
WGIII,3,UNCCD,United Nations Convention to Combat Desertification
WGIII,1,UNCRD,United Nations Centre for Regional Development
WGIII,4,UNDP,United Nations Development Programme
WGIII,6,UNEP,United Nations Environment Programme
WGIII,7,UNFCCC,United Nations Framework Convention on Climate Change
WGIII,1,UNOSSC,United Nations Office for South-South Cooperation
WGIII,5,USD,US dollar
WGIII,1,US DOE,United States Department of Energy
WGIII,1,US EPA,United States Environmental Protection Agency
WGIII,4,UV,ultraviolet
WGIII,1,V1G,controlled charging (of an electric vehicle)
WGIII,1,V2G,vehicle-to-grid
WGIII,1,VC,venture capital
WGIII,1,VCS,Verified Carbon Standard of the Verra programme
WGIII,1,vkm,vehicle-kilometre
WGIII,2,VKT,vehicle kilometres travelled
WGIII,1,VLR,Voluntary Local Review
WGIII,1,VMT,vehicle miles travelled
WGIII,1,VNR,Voluntary National Review
WGIII,3,WBCSD,World Business Council on Sustainable Development
WGIII,1,WEFN,water-energy-food nexus
WGIII,3,WEO,World Energy Outlook
WGIII,3,WFP,World Food Programme
WGIII,3,WG,Working Group
WGIII,6,WHO,World Health Organization
WGIII,1,WHP,waste heat to power
WGIII,5,WMO,World Meteorological Organisation
WGIII,1,WRAP,Waste and Resources Action Programme
WGIII,2,WSUD,Water Sensitive Urban Design
WGIII,3,WTO,World Trade Organization
WGIII,1,WTP,willingness to pay
WGIII,1,ZEV,zero emission vehicle
